id,gender,age,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr
103,female,1378,145,223.44705058638195,-0.3865088366666712,3.9087256413137714,220.0,220.0,30.90093167827132,65.0,295.0,205.0,240.00000000000003,35.00000000000003
103,female,1378,125,231.3101567398119,-0.6064242490023015,0.5550732640280094,235.0,200.0,37.714930421705205,115.0,295.0,200.0,260.0,60.0
103,female,1378,85,230.88235294117646,0.387769285736986,-1.3178027507359733,220.0,200.0,29.814884464645147,190.0,295.0,205.0,255.00000000000003,50.00000000000003
103,female,1378,113,225.75221238938053,0.5146847370236767,-1.033724295913144,215.0,200.0,28.410870091447762,190.0,295.0,200.0,250.0,50.0
103,female,1378,204,250.77219443397627,-0.15075385173023598,-0.7666175998150293,250.0,245.0,26.3378694567369,185.0,295.0,235.0,275.0,40.0
103,female,1378,57,237.7534765860487,-1.5053852552912632,2.329981720719837,260.0,275.0,48.99407395119608,60.00000000000001,295.0,205.0,275.0,70.0
103,female,1378,52,258.65384615384613,-0.921310442551906,-0.29945436078830534,267.5,285.0,28.90826646173175,195.00000000000003,290.0,248.75,285.0,36.25
104,female,1377,315,219.37681550429429,-2.5920193490397896,6.9727596853565394,225.00000000000003,215.0,46.623454281883205,45.00000000000001,290.0,215.0,240.00000000000003,25.00000000000003
104,female,1377,317,207.3243576864479,-1.8127949737496163,2.3740865134967155,220.0,210.00000000000003,60.71734822818398,45.00000000000001,295.0,205.0,240.00000000000003,35.00000000000003
105,female,1370,243,220.33144656891147,-1.688107498343065,10.067273677311247,215.0,215.0,28.28274446618366,70.0,295.0,210.00000000000003,227.7707581227437,17.770758122743672
105,female,1370,331,225.25679758308158,-2.6752148909999645,11.604685656882866,225.00000000000003,220.0,30.303259384455085,65.0,295.0,220.0,240.00000000000003,20.00000000000003
105,female,1370,272,220.20220588235293,-1.9732959122769935,3.9006269364411024,230.0,230.0,41.930171235519246,60.00000000000001,295.0,218.75,240.00000000000003,21.25000000000003
105,female,1370,318,233.39434209388241,-1.6239746494760794,7.050710099310898,232.5,225.00000000000003,28.568486064782682,80.0,295.0,220.0,250.0,30.0
105,female,1370,306,245.65359477124184,-0.708058882939549,3.9139786904426153,245.0,235.0,22.44232120782667,125.0,295.0,235.0,260.0,25.0
105,female,1370,355,230.5165061035561,-1.6419416297374207,10.369304439236725,230.0,220.0,22.250977567343604,95.0,290.0,220.0,240.00000000000003,20.00000000000003
105,female,1370,352,241.71325216726157,-1.4770330499441344,8.108716484687111,240.00000000000003,245.0,24.156803109654337,110.0,295.0,230.0,250.0,20.0
105,female,1370,315,243.47619047619048,-1.4696364460144036,11.285402913699672,240.00000000000003,230.0,20.355458019946738,95.0,295.0,230.0,255.00000000000003,25.00000000000003
105,female,1370,271,228.3210332103321,-1.4495892616066905,7.668139753508223,225.00000000000003,220.0,25.006351230927432,95.0,285.0,217.5,240.00000000000003,22.50000000000003
105,female,1370,263,240.25288264868158,-0.055664305294816745,2.8396434249982088,235.0,235.0,20.997811618876504,141.50813660325463,295.0,225.00000000000003,250.0,24.99999999999997
106,female,1355,267,207.27675431091848,1.0180303779015585,1.3479186991083747,200.0,185.0,25.070527914533322,150.0,290.0,185.0,225.00000000000003,40.00000000000003
106,female,1355,161,206.2111801242236,0.1437202099764971,-0.29401974220555216,205.0,220.0,20.54971548907286,155.0,265.0,190.0,220.0,30.0
106,female,1355,248,208.3630068968528,0.9071060767912351,1.220971214831195,205.0,195.00000000000003,21.11984137271265,165.00000000000003,290.0,195.00000000000003,220.0,24.99999999999997
106,female,1355,291,204.52916349546805,0.68334747512745,0.942616844332524,200.0,185.0,22.947423805608945,145.0,295.0,185.0,220.0,35.0
106,female,1355,170,209.40616039621167,0.6870890809841298,0.3392779360657028,205.0,185.0,26.452533741732534,155.0,290.0,190.0,225.00000000000003,35.00000000000003
106,female,1355,214,211.06506415333442,0.5181230299136185,0.23640654507313652,210.00000000000003,190.0,25.95972964428501,150.0,285.0,190.0,230.0,40.0
106,female,1355,216,202.4319287507847,0.6883533517245414,0.9283207851524566,200.0,185.0,23.372493099454097,155.0,295.0,185.0,215.0,30.0
106,female,1355,202,204.06213290820608,0.06240547911069981,-0.09449550496195469,205.0,210.00000000000003,17.691333855871918,155.0,255.00000000000003,190.0,215.0,25.0
106,female,1355,213,216.0752380770868,0.5354819201048993,-0.37562511125907294,210.00000000000003,185.0,29.726680792207876,160.0,295.0,190.0,235.0,45.0
106,female,1355,234,196.45299145299145,1.4995733141158087,3.7470903135602383,195.00000000000003,185.0,23.742383655595734,145.0,295.0,180.00000000000003,210.00000000000003,30.0
107,male,1349,254,162.89122955436375,0.9373994537716741,1.8364845580274878,160.0,180.00000000000003,28.229096586765277,105.00000000000001,295.0,140.0,180.00000000000003,40.00000000000003
107,male,1349,260,160.55769230769232,0.6287163749856407,0.3759766045684776,155.0,135.0,27.76232467927773,95.0,245.0,140.0,175.0,35.0
107,male,1349,268,159.44307655642527,0.3155941159644973,-0.322661516430621,160.0,175.0,25.346862722950164,105.00000000000001,235.0,140.0,175.0,35.0
107,male,1349,262,163.96449318108554,0.7456274310157573,1.5653432411962838,160.0,145.0,26.93068923252086,105.00000000000001,280.0,145.0,180.00000000000003,35.00000000000003
107,male,1349,260,161.30769230769232,0.29620402436407006,-0.3057784340645031,157.5,180.00000000000003,25.01963725797619,105.00000000000001,240.00000000000003,143.75,180.00000000000003,36.25000000000003
107,male,1349,262,160.95419847328245,0.11971688711232044,-0.5704443407580269,160.0,140.0,23.679753517459414,105.00000000000001,235.0,140.0,180.00000000000003,40.00000000000003
107,male,1349,257,162.7155385253511,0.3913344660349369,0.5927061126500499,165.00000000000003,175.0,24.380826599826868,105.00000000000001,245.0,145.0,175.0,30.0
107,male,1349,266,161.498062812267,0.6126840619987783,1.1185263573245425,160.0,135.0,26.36072694496894,85.0,280.0,140.0,180.00000000000003,40.00000000000003
107,male,1349,237,160.7241175554698,0.9226155054945095,2.2402796866769767,160.0,175.0,24.951093406379687,110.0,285.0,140.0,175.0,35.0
107,male,1349,248,160.1008064516129,0.8658440279839766,2.414287505826117,155.0,135.0,25.61914605350706,80.0,265.0,140.0,175.0,35.0
108,male,1384,149,232.51677852348993,-1.09231219023735,2.30697311857251,235.0,225.00000000000003,37.60722549931485,85.0,295.0,220.0,255.00000000000003,35.00000000000003
108,male,1384,140,230.28571428571428,-0.8593856262212078,1.3811262986728945,230.0,220.0,39.314534882931326,85.0,295.0,210.00000000000003,260.0,49.99999999999997
108,male,1384,197,222.43654822335026,-1.2128122452838859,1.667619563014906,230.0,225.00000000000003,41.722460861860746,85.0,295.0,210.00000000000003,250.0,39.99999999999997
108,male,1384,182,214.81889820705612,-1.1042591131188297,0.5869165253942463,235.0,235.0,48.30039514118403,85.0,295.0,195.00000000000003,245.0,49.99999999999997
108,male,1384,196,218.6511670536478,-0.9515822049043671,0.7122699497180913,230.0,235.0,42.95371214604411,80.0,295.0,207.50000000000003,241.25000000000003,33.75
108,male,1384,133,214.06015037593986,-0.9128693521356535,0.10303740507559667,230.0,245.0,50.99443569800374,80.0,295.0,190.0,250.0,60.0
108,male,1384,227,220.0153511368415,-1.502450219544248,2.9419422301739697,230.0,235.0,35.301965147811806,95.0,295.0,215.0,235.0,20.0
108,male,1384,201,231.459985566588,-1.0326293233562358,2.174728448317876,235.0,240.00000000000003,36.43735094223264,85.0,295.0,220.0,250.0,30.0
108,male,1384,214,223.12720353685154,-1.4613291233073398,3.9431418373955456,230.0,220.0,32.59606779406182,79.22155688622755,290.0,215.0,240.00000000000003,25.00000000000003
108,male,1384,165,219.0729450190528,-1.2089106675439345,1.793156795771547,225.00000000000003,245.0,43.621712124626015,80.0,295.0,205.0,245.0,40.0
109,male,1378,213,186.41774584869395,-0.4670971998564816,-0.7639681623895096,210.00000000000003,105.00000000000001,59.46018432576195,35.0,295.0,135.0,235.0,100.0
109,male,1378,170,152.94117647058823,0.36487205835401654,-0.4510473785284672,135.0,120.00000000000001,56.92510103660495,40.0,295.0,120.00000000000001,190.0,69.99999999999999
109,male,1378,236,168.4410190862911,0.2981228476816144,-0.7063263963824804,155.0,125.0,58.400219402769466,32.08050436469447,295.0,125.0,220.0,95.0
109,male,1378,166,158.67469879518072,0.5863869194467994,-0.608875752689463,135.0,120.00000000000001,55.213628585121825,45.00000000000001,295.0,120.00000000000001,207.50000000000003,87.50000000000001
109,male,1378,198,137.3821515191871,0.6735422155429139,1.8188896254408462,125.0,125.0,41.91316754829663,30.000000000000004,285.0,120.00000000000001,150.0,29.999999999999986
109,male,1378,221,156.289592760181,0.9005646127516667,0.8814615796337884,140.0,125.0,48.523794884261704,35.0,295.0,125.0,175.0,50.0
109,male,1378,171,144.32748538011697,1.502639209999371,2.3691252010900428,125.0,125.0,38.53286444341633,45.00000000000001,295.0,120.00000000000001,157.5,37.499999999999986
109,male,1378,192,138.046875,0.9435602846759925,1.8592809690766972,125.0,125.0,49.96053536943976,45.00000000000001,295.0,118.75000000000001,155.0,36.249999999999986
109,male,1378,110,142.6678864297681,0.3745083978149288,-0.5529834633056625,125.0,50.0,63.34285740871262,50.0,295.0,115.0,173.75,58.75
109,male,1378,113,143.43350953257706,1.1977259848322055,1.2107055545981256,130.0,120.00000000000001,44.818377808821104,45.00000000000001,295.0,120.00000000000001,155.0,34.999999999999986
10,male,1374,185,186.86486486486487,0.9904261777363714,-0.2851615586120553,165.00000000000003,155.0,57.32230458870366,60.00000000000001,295.0,155.0,185.0,30.0
10,male,1374,217,159.86175115207374,2.0705626380777757,6.015110723366012,150.0,145.0,31.454440209850077,50.0,285.0,145.0,170.0,25.0
10,male,1374,204,179.6078431372549,1.7490323511902897,1.8313382453999498,165.00000000000003,165.00000000000003,43.587225341778776,125.0,295.0,155.0,180.00000000000003,25.00000000000003
10,male,1374,274,181.55109489051094,1.435377517966821,1.4381626545356854,165.00000000000003,160.0,46.02307357968308,75.0,295.0,155.0,190.0,35.0
10,male,1374,222,179.25675675675674,1.6026257910760742,1.816102244455779,165.00000000000003,155.0,44.668567503499666,85.0,295.0,155.0,185.0,30.0
10,male,1374,193,173.8082901554404,1.4755373593689214,2.5178245664326804,165.00000000000003,155.0,42.229075925872635,65.0,295.0,155.0,180.00000000000003,25.00000000000003
10,male,1374,183,190.22768670309657,0.8980010122649672,-0.7630171341267058,165.00000000000003,150.0,56.61086729581539,95.0,295.0,150.0,220.83333333333337,70.83333333333337
10,male,1374,174,193.36206896551724,0.9183351389251978,-0.18066290240449767,175.0,155.0,51.319272760230355,50.0,295.0,160.0,208.75000000000003,48.75000000000003
10,male,1374,153,179.77124183006535,0.9559194048070789,2.7772091015138294,170.0,160.0,39.874557670753546,50.0,295.0,160.0,190.0,30.0
10,male,1374,161,183.22981366459626,1.164328921381233,0.5703236570860395,165.00000000000003,160.0,50.76865669337481,75.0,295.0,155.0,195.00000000000003,40.00000000000003
110,female,1378,278,199.620549838884,-2.661735753031769,12.486026622214963,200.0,200.0,29.02135049152364,50.0,280.0,195.00000000000003,208.75000000000003,13.75
110,female,1378,189,198.62433862433863,-2.141994918425985,6.53416131139757,200.0,200.0,40.88584754318403,35.0,290.0,195.00000000000003,215.0,19.99999999999997
110,female,1378,282,205.21652241855992,-2.3660125754180026,12.667049970286143,200.0,200.0,31.16360994079903,30.000000000000004,290.0,195.00000000000003,215.0,19.99999999999997
110,female,1378,236,207.75423728813558,-0.3671931341375412,9.656507661350219,200.0,200.0,25.01776875006702,50.0,295.0,195.00000000000003,215.0,19.99999999999997
110,female,1378,287,214.45993031358884,-1.1949298942374684,8.053599838318622,210.00000000000003,200.0,29.190070933626153,30.000000000000004,295.0,200.0,230.0,30.0
110,female,1378,303,200.79705638714796,-1.7179041768615009,4.726211265696136,200.0,200.0,43.565976381435405,30.000000000000004,290.0,195.00000000000003,215.0,19.99999999999997
110,female,1378,261,204.4088626215591,-1.8388953158129977,4.817441498668011,205.0,200.0,45.85048477421029,25.0,295.0,200.0,225.00000000000003,25.00000000000003
110,female,1378,339,202.094395280236,-2.0021676706773612,4.499407967549707,205.0,200.0,46.436843885669525,30.000000000000004,285.0,200.0,220.0,20.0
110,female,1378,248,203.99193548387098,-2.1225005334377562,7.11107388146675,200.0,195.00000000000003,38.242540062703085,30.000000000000004,280.0,195.00000000000003,221.25,26.24999999999997
110,female,1378,235,202.6595744680851,-1.8499435340753758,5.310936727191326,205.0,200.0,40.39500527147821,30.000000000000004,295.0,195.00000000000003,220.0,24.99999999999997
111,male,1378,187,105.74008123422348,1.6716201192217042,17.046488284178125,105.00000000000001,105.00000000000001,19.18507336237252,50.0,250.0,105.00000000000001,115.0,9.999999999999986
111,male,1378,192,104.111200383401,3.8591413840623963,40.28221388594065,105.00000000000001,105.00000000000001,19.67565951606562,50.0,290.0,95.0,110.0,15.0
111,male,1378,284,94.93963581730094,-0.26081047018167036,1.5224587361905115,105.00000000000001,105.00000000000001,24.791385491640483,50.0,225.00000000000003,65.0,110.0,45.0
111,male,1378,249,100.65928115955577,-1.1540887908303865,0.5014241776362374,105.00000000000001,105.00000000000001,21.436953890626796,35.0,155.0,105.00000000000001,115.0,9.999999999999986
111,male,1378,200,108.3,3.8957463796837506,24.355375245356125,105.00000000000001,105.00000000000001,17.793538152936307,70.0,245.0,105.00000000000001,110.0,4.999999999999986
111,male,1378,258,108.67188337393698,1.384180971856099,8.890498944075569,110.0,105.00000000000001,17.12785322404414,50.0,200.0,105.00000000000001,115.0,9.999999999999986
111,male,1378,190,107.97368421052632,-1.5434376355233304,4.691714940237996,105.00000000000001,105.00000000000001,9.812684707226403,65.0,125.0,105.00000000000001,115.0,9.999999999999986
111,male,1378,208,110.33604854724081,-0.34374238798696133,4.397575470753594,110.0,105.00000000000001,9.628596825941306,74.89809782608695,155.0,105.00000000000001,120.00000000000001,15.0
111,male,1378,164,97.58787108228886,-1.2249070971965137,0.5453243176207705,105.00000000000001,105.00000000000001,20.026530863828444,35.0,130.0,95.0,110.0,15.0
111,male,1378,234,95.53418803418803,-0.9876642326634841,-0.6261015829855028,105.00000000000001,105.00000000000001,22.327996539522232,50.0,125.0,95.0,110.0,15.0
112,female,1378,213,210.98591549295776,-1.301420001833103,4.440602235873002,210.00000000000003,190.0,34.62698327375265,55.0,295.0,195.00000000000003,230.0,34.99999999999997
112,female,1378,233,206.137339055794,-1.3926038121198545,4.473912866983901,205.0,190.0,31.860991335566464,45.00000000000001,280.0,190.0,225.00000000000003,35.00000000000003
112,female,1378,355,204.98591549295776,-1.727872155716937,4.038118101203396,210.00000000000003,200.0,34.901266354904045,60.00000000000001,285.0,195.00000000000003,225.00000000000003,30.0
112,female,1378,244,206.86475409836066,-1.2895616618101025,3.039952044956155,210.00000000000003,215.0,34.99277073379667,60.00000000000001,280.0,195.00000000000003,225.00000000000003,30.0
112,female,1378,215,207.7674418604651,-1.951750672116884,6.909255357871535,210.00000000000003,200.0,31.4663624085048,55.0,260.0,195.00000000000003,230.0,34.99999999999997
112,female,1378,216,212.1748344260261,-0.9068857801034149,3.6526022336689037,215.0,225.00000000000003,30.349020280581655,85.0,295.0,200.0,225.00000000000003,25.00000000000003
112,female,1378,218,219.2101912439288,-1.911345885106108,6.756990855668992,220.0,200.0,33.15138458560693,65.0,290.0,200.0,240.00000000000003,40.00000000000003
112,female,1378,273,209.7799603606969,-0.7337380147724722,4.462783668132866,210.00000000000003,200.0,24.55082391684166,90.00000000000001,275.0,195.00000000000003,225.00000000000003,30.0
112,female,1378,204,204.89838850519962,-1.6345260666353592,4.48443767489682,205.0,200.0,35.26274183049607,60.00000000000001,275.0,195.00000000000003,221.25,26.24999999999997
112,female,1378,245,201.81632653061226,-1.6117507079461117,4.868618890568752,205.0,200.0,28.924019726135366,75.0,270.0,190.0,220.0,30.0
113,male,1378,158,131.36980108499097,2.3308051081131107,5.7618044953797245,120.00000000000001,120.00000000000001,30.445220083335194,60.00000000000001,265.0,115.0,130.0,15.0
113,male,1378,141,149.60992907801418,1.4187348330470566,1.33671427458461,130.0,125.0,50.5819709771993,50.0,290.0,120.00000000000001,155.0,34.999999999999986
113,male,1378,221,151.70186023127198,1.2385833795175105,1.0032117644790937,135.0,130.0,50.765509059988624,45.00000000000001,290.0,120.00000000000001,160.0,39.999999999999986
113,male,1378,159,136.54088050314465,2.1427469080396047,6.5301842464080035,130.0,130.0,36.307343218029025,70.0,290.0,120.00000000000001,140.0,19.999999999999986
113,male,1378,190,141.62280701754386,2.5690039710779438,6.726856795521339,130.0,125.0,36.957947578250014,70.0,290.0,125.0,145.0,20.0
113,male,1378,168,156.5625,1.653739283983185,2.2866453777338362,140.0,125.0,43.028651428437776,95.0,295.0,125.0,166.25000000000003,41.25000000000003
113,male,1378,141,153.6327817178881,1.5681561211556074,1.813809378389469,135.0,130.0,48.05350085708359,50.0,295.0,125.0,160.0,35.0
113,male,1378,168,147.04931972789115,0.6933047578727042,0.8785728732582765,140.0,130.0,55.89705758508554,50.0,290.0,125.0,160.0,35.0
113,male,1378,122,142.6639344262295,0.7193146738135237,1.000912114542012,135.0,135.0,54.7130533554024,50.0,290.0,125.0,155.0,30.0
113,male,1378,157,151.23142250530788,1.3635272959456284,1.3077971190169997,130.0,125.0,52.14749432213377,55.0,295.0,125.0,155.0,30.0
114,male,1377,94,193.08510638297872,0.21052031801247234,-1.2206061680690832,180.0,155.0,55.639925121641525,105.00000000000001,295.0,151.25,240.00000000000003,88.75000000000003
114,male,1377,103,214.95145631067962,-0.2859153293705188,-1.0759304681111932,225.00000000000003,185.0,51.02110331339428,105.00000000000001,295.0,165.00000000000003,255.00000000000003,90.0
114,male,1377,129,217.36434108527132,-0.2472284859400069,-1.3549299919798077,235.0,285.0,61.70722797416647,105.00000000000001,295.0,160.0,285.0,125.0
114,male,1377,108,230.50925925925927,-0.808665134803603,-0.30000328738703397,245.0,285.0,55.57752266318848,60.00000000000001,295.0,200.0,285.0,85.0
114,male,1377,122,210.1639344262295,-0.15475436815908244,-1.4210672009022556,230.0,285.0,57.26675582067844,120.00000000000001,295.0,156.25,255.00000000000003,98.75000000000003
114,male,1377,115,211.8695652173913,-0.042917742724240766,-1.2492182659369624,220.0,235.0,49.99330768067305,115.0,295.0,165.00000000000003,255.00000000000003,90.0
114,male,1377,82,209.9390243902439,-1.0666581221453444,0.956863689219885,235.0,250.0,57.41639681692355,45.00000000000001,295.0,166.25000000000003,250.0,83.74999999999997
114,male,1377,91,192.85714285714286,-0.6742574296630461,-0.738315207766826,230.0,50.0,77.02269844242812,50.0,295.0,155.0,255.00000000000003,100.00000000000003
114,male,1377,87,208.33333333333334,-1.1167094919831342,0.03325398895662479,235.0,260.0,74.70888584714052,50.0,295.0,170.0,260.0,90.0
114,male,1377,117,195.68376068376068,-0.4748884732371277,-0.8461348548613739,205.0,285.0,76.37879617744298,50.0,295.0,145.0,260.0,115.0
115,female,1379,110,230.76262626262627,-2.210721991926339,5.64207497927908,245.0,245.0,50.111092022824934,35.0,295.0,215.0,258.75,43.75
115,female,1379,138,233.2487922705314,-1.4471867259730398,2.3005984902661707,240.00000000000003,225.00000000000003,45.51871483590816,80.0,295.0,220.0,265.0,45.0
115,female,1379,136,238.08823529411765,-1.1186982385952355,1.25496230452545,240.00000000000003,150.0,42.43965795660997,95.0,295.0,225.00000000000003,270.0,44.99999999999997
115,female,1379,125,231.52,-1.7238052048618255,3.379113059306696,245.0,245.0,46.312952831794256,50.0,295.0,220.0,250.0,30.0
115,female,1379,103,231.6504854368932,-1.4453536823626367,1.6003433720603022,245.0,150.0,50.96823848943386,75.0,295.0,222.5,265.0,42.5
115,female,1379,94,217.0744680851064,-1.3594093731837331,0.7657876071924115,232.5,240.00000000000003,58.16067973528385,75.0,285.0,215.0,248.75,33.75
115,female,1379,113,235.79646017699116,-2.8182538986201644,8.922340543490877,245.0,220.0,39.73677980014966,75.0,285.0,225.00000000000003,260.0,34.99999999999997
115,female,1379,74,223.1081081081081,-1.3888251205787825,0.743158473835102,240.00000000000003,230.0,66.48868376944844,45.00000000000001,295.0,220.0,265.0,45.0
115,female,1379,49,224.52380952380952,-1.1587485022127306,0.2251170229651347,235.0,225.00000000000003,64.92538888947051,75.0,295.0,220.0,270.0,50.0
115,female,1379,90,233.93827160493828,-1.8715868383378622,2.987648724675414,245.0,245.0,51.90583462717116,75.0,295.0,231.25,260.0,28.75
116,female,1378,68,217.94117647058823,-0.5964136304248687,1.1288716254677453,210.00000000000003,195.00000000000003,44.29376611062752,75.0,295.0,195.00000000000003,246.25,51.24999999999997
116,female,1378,125,220.92,0.8043444000236882,-0.704107989421479,205.0,200.0,34.26592476499065,175.0,295.0,195.00000000000003,250.0,54.99999999999997
116,female,1378,198,219.5269604101468,0.2019591082157913,0.5136057241148246,205.0,190.0,36.8164268390924,70.0,295.0,195.00000000000003,250.0,54.99999999999997
116,female,1378,134,227.91044776119404,0.4913011615474334,-1.1209325036365514,215.0,200.0,28.94473960058681,185.0,295.0,201.25,255.00000000000003,53.75000000000003
116,female,1378,135,223.88888888888889,0.6771185932119573,-0.7758600997324971,210.00000000000003,205.0,31.379792192184627,180.00000000000003,295.0,200.0,247.5,47.5
116,female,1378,128,84.89034739847716,1.4631981995182548,0.33621888580153003,50.0,50.0,66.68879000296315,50.0,265.0,50.0,50.0,0.0
116,female,1378,36,220.55555555555554,0.9673897751782378,-0.5637244441938845,207.5,195.00000000000003,35.683364038944006,185.0,290.0,195.00000000000003,233.75,38.74999999999997
116,female,1378,23,207.3913043478261,-2.262832010120418,4.958295108064949,210.00000000000003,210.00000000000003,47.86460899193527,40.0,250.0,200.0,235.0,35.0
116,female,1378,39,219.48717948717947,1.3857935327410416,0.5044591333064705,205.0,205.0,29.54342461866182,195.00000000000003,295.0,200.0,227.5,27.5
116,female,1378,24,233.125,0.18612557521794765,-1.4567346323917763,217.50000000000003,210.00000000000003,33.34830392988524,180.00000000000003,295.0,207.50000000000003,265.0,57.49999999999997
117,male,1379,206,214.34466019417476,-0.9357809924220324,2.3784925722622132,220.0,240.00000000000003,32.38396231432767,80.0,295.0,210.00000000000003,235.0,24.99999999999997
117,male,1379,222,219.7972972972973,-1.0569570390714362,4.653893753497138,220.0,240.00000000000003,33.839571056264504,65.0,295.0,205.0,240.00000000000003,35.00000000000003
